scorer,name2,name2,name2,name2,name2,name2,name2,name2,name2,name2,name2,name2,name2,name2,name2,name2,name2,name2,name2,name2,name2,name2,name2,name2
bodyparts,nose,nose,forefoot_right_toe,forefoot_right_toe,forefoot_right_groin,forefoot_right_groin,forefoot_left_toe,forefoot_left_toe,forefoot_left_groin,forefoot_left_groin,back,back,hindfoot_right_toe,hindfoot_right_toe,hindfoot_right_groin,hindfoot_right_groin,hindfoot_left_toe,hindfoot_left_toe,hindfoot_left_groin,hindfoot_left_groin,tail_root,tail_root,tail_end,tail_end
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\training_sample2\img0011.png,654.1669573757725,200.11019857155614,682.449996074772,215.5373105891922,672.1652547296812,228.39323727055557,627.1695113449094,216.56578472370126,646.967638434209,219.39408859360123,659.3093280483179,239.96357128378264,673.4508473978176,313.75659043480846,667.5371211243905,274.93169185709104,647.7389940350909,313.75659043480846,650.5672979049908,276.21728452522734,658.5379724474361,269.5322026509184,681.4215219402629,274.16033625620923
labeled-data\training_sample2\img0026.png,649.8001169868221,195.94879100013208,681.4927710230527,215.26621822221549,666.099196205455,226.13227103463743,620.5221413533519,214.0588790208353,641.9524121778508,222.20841863015173,655.2331433930331,241.8276806525802,674.8524054154616,314.26803273539304,670.0230486099407,278.6515262946767,647.6872733844068,315.1735371364282,645.8762645823365,275.3313434908811,656.1386477940682,267.7854734822548,640.4432381761255,292.5359271105492
labeled-data\training_sample2\img0035.png,653.3817201688416,200.6055150684557,681.0499102004715,215.26965578521956,666.3857694837077,227.720341299453,623.5000749346813,216.09970148616844,641.761080355557,220.52661189122924,655.595175371372,242.10780011590055,675.2395902938292,315.1518217994035,667.2158151846565,279.1831747582846,644.8045812590364,317.64195890225017,649.2314916640971,276.9697195557542,657.2552667732698,272.5428091506934,634.0139871467006,275.862991954489
labeled-data\training_sample2\img0045.png,654.995982512598,201.79816270277715,680.1886111979196,214.2646181346889,668.2415914090042,227.7699448525933,624.608997397313,215.82292506367787,642.7892449021844,220.49784585064478,656.0348537985906,239.9766824630069,674.47481912496,313.99626158998296,669.2804626949968,276.33717747274954,646.1655765816604,314.2559794114811,647.9836013321476,274.25943490076423,657.5931607275795,277.8954844017385,642.0100914376899,280.23294479522195
labeled-data\training_sample2\img0054.png,658.6360143435021,203.0096206600395,680.9760618756013,216.00332177564826,670.2619574469416,228.31314388517234,622.8463463584044,214.17964442608914,642.9067972035547,220.10659581215629,660.6350006501253,247.09768147837886,671.7836326353071,317.052015544253,671.2624800292724,276.2555673502115,645.8378946763899,315.3894879423935,650.075325568537,283.23486529021847,660.0457511971183,269.7747906916336,638.8585967363829,273.5137003023516
labeled-data\training_sample2\img0070.png,662.8867209143492,203.4283411956827,681.0527042684496,215.30609954259452,669.5242917552705,229.62927872563523,623.7599875362868,215.30609954259452,644.7207375602487,222.99170788471392,660.4413000782203,240.80834540508164,673.7164417600629,315.56835382387953,671.6203667576667,277.8390037807479,644.0220458927834,313.82162465521606,653.803729237299,278.18834961448056,662.1880292468838,270.1533954386285,686.6422376081728,269.8040496048958
labeled-data\training_sample2\img0080.png,666.9202888713769,206.95466598904724,681.1903674876903,215.6408007989771,669.0918225738594,229.60066031493582,623.7998339220823,214.08970529720392,642.4129799433606,222.46562100677914,659.164811362511,238.90723332557496,674.9859854805975,315.8415702135252,670.9531371759872,278.305059070614,644.2742945454884,313.04959831033347,650.4786765525812,278.6152781709686,660.7159068642842,271.7904579631666,683.0516820898181,269.3087051603295
labeled-data\training_sample2\img0090.png,665.5047409504755,207.10049691388056,681.2672249684949,215.50715505682427,668.9199458210463,232.84588747664566,623.9968663696909,214.19361472198932,641.3355987895123,225.22735353460294,660.5132876781026,239.67629721778744,674.4368152273532,315.59892857124777,673.3859829594852,274.8791781913642,645.5389278609841,312.97184790157786,652.106629535159,276.19271852619914,662.8776602808056,268.83689265112343,687.0468024417687,273.30292978956226
labeled-data\training_sample2\img0094.png,665.0524953014167,205.23865130608556,680.3957643189568,216.55745631902505,669.5800173065925,232.40378333714037,624.3047972548345,214.5452243167247,642.1633562752501,224.1033263276514,660.2734442959534,243.9741173503674,676.8743583149312,314.90529543145493,672.3468363097554,279.43970639091117,645.4332332789882,314.1507084305923,648.9546392830138,278.18206138947346,662.5372052985413,276.92441638803575,644.9301752784131,269.6300753796969
labeled-data\training_sample2\img0116.png,668.742677963327,208.37180832433395,682.291706778816,215.1463227320785,668.1781350960149,232.0826087514398,621.3210771091153,216.27540846670257,645.0318775362211,223.3321943081031,660.8390778209583,241.1152946284325,676.6462781056956,316.19949598093433,672.4122066008553,278.6573953046834,644.7496061025652,314.7881388126542,651.2418490766536,278.0928524373714,662.8149778565505,268.7778951267227,684.2676068144082,294.7468670230767
labeled-data\training_sample2\img0127.png,663.2239982469097,201.18537325711853,680.3279702664627,215.15361707308682,668.0701236524496,232.25758909263985,625.595259803893,215.43868327341272,644.4096290254014,223.42053688253745,658.6629390416956,239.38424410078693,676.0519772615744,315.211853387472,671.2058518560344,269.8863275356565,644.6946952257272,313.5014561855167,654.957078437459,275.8727177425001,662.3687996459321,268.1759303337012,695.4364788837345,291.5513587604236
labeled-data\training_sample2\img0130.png,651.8800424300164,198.33132958618918,678.9892791276741,215.37940627234497,667.5307357812414,230.19166962261147,625.0502823993451,214.54097627138648,645.1726024223485,220.68946294508203,658.5874824376842,237.1785862972655,676.4739891247985,314.5936230524319,671.7228857860339,274.06950633943865,644.6136490883763,314.5936230524319,654.1158557659057,277.9821796772449,663.0591091094628,270.15683300163244,687.0941024702727,274.3489830064248
labeled-data\training_sample2\img0148.png,634.5675801182001,204.00677405334378,664.6588328526,215.1215610993834,661.9479091828342,229.4894565491419,617.7598533656525,216.74811530124285,637.820688521919,220.5434084389149,654.0862305405136,237.08004282448604,673.604880962827,313.79918267885694,667.0986641553892,271.77986579748773,645.1401824302866,314.0702750458335,651.1042145037712,272.59314289841745,661.4057244488811,266.08692609097966,688.7860535135153,288.5875925500354
labeled-data\training_sample2\img0158.png,634.3914252763071,204.6875233187888,660.3324495059626,210.95897972595824,662.0428467079179,217.2304361331277,621.2783800613165,214.37977412986885,638.6674182811954,226.35255454355598,656.3415227014002,239.18053355822073,673.7305609212791,314.1529442439281,668.5993693154131,269.9676831934162,644.0836760873872,313.5828118432764,654.0609930987931,275.95407340025974,659.4772509049849,267.4020873904832,686.8436061362697,286.7865890126433
labeled-data\training_sample2\img0173.png,634.466918212285,205.4542675546653,663.8119682458318,211.60275422836085,663.5324915788458,220.2665309049318,624.126281533797,215.79490423315326,637.8206382161189,224.45868090972422,657.3840049051503,237.3146075910876,670.798884920486,315.0091210132402,667.445164916652,275.0439576342193,645.0870315577591,313.3322610113232,650.6765648974824,275.0439576342193,661.0172015759704,265.26227428970367,683.9342882688354,268.3365176265514
labeled-data\training_sample2\img0189.png,634.7929011940411,205.2907457568118,666.4073017635155,215.45251736842857,663.5845874269553,225.04974611273332,625.4779438833923,217.99296027133278,639.8737869998495,219.96886030692494,655.6809872845868,238.31650349456635,674.8754447731963,313.11843341341216,670.3591018346999,275.8586041708173,644.1078585046898,313.11843341341216,653.7050872489946,274.44724700253715,660.4796016567391,267.1081897274806,652.5760015143704,282.63311857856183
labeled-data\training_sample2\img0198.png,631.8774732679749,207.81623665803212,664.6936235054898,213.86131696494277,662.6785967365196,225.3757556447726,626.6959758620515,218.17923146987897,637.9225535748855,224.51217274378536,656.0577944956174,238.32949915958113,674.1930354163494,314.3247944464579,671.314425746392,274.3121200340493,644.2554948487918,314.03693347946216,650.5884361226983,276.902868737011,660.3757090005536,269.70634456211735,689.1618057001282,283.2358100109174
labeled-data\training_sample2\img0199.png,633.8897457943918,206.17724574449184,663.4024818281304,214.49447135399996,663.4024818281304,227.1044585684155,625.5725201848837,216.64085215645366,637.3776145983791,224.42148256534838,656.6950418204625,240.78763618405793,671.1831122370251,314.3011786680976,671.4514098373318,275.39802662362405,644.8899474069672,315.1060714690177,651.8656850149416,279.95908582883817,660.4512082247566,268.9588842162629,680.5735282477601,290.95928744141344
labeled-data\training_sample2\img0208.png,632.7151563675409,207.01114822344508,663.4016944026213,213.29937323063368,660.8864043997459,226.378881245586,623.6601123571893,216.31772123408422,638.2487943738669,225.3727652444358,657.8680563962953,240.96756326226358,672.959796413548,311.8987413433511,670.1929774103851,274.42092030050696,644.0339613804804,315.6716763476643,653.592063391407,276.68468130309486,661.892520400896,267.37810829245575,686.5423624290754,269.64186929504365
labeled-data\training_sample2\img0219.png,627.3647754039076,210.74467701771323,664.9935138469243,213.94189008803488,663.0259981113418,226.7307423693216,626.6269570030641,218.12286102614786,639.4158092843509,229.19013703879983,655.6478141029071,241.48711038619086,673.1095162562024,313.3014347349547,669.9123031858808,274.44299895719894,644.0886591563594,315.51488993748507,650.4830852970028,281.32930403173793,658.8450271732288,267.0648149487643,694.0143709467673,277.6402120275206
labeled-data\training_sample2\img0227.png,626.8764570027494,211.52852522560931,663.7338398448842,214.34565002882982,661.8557566427372,228.90079484546905,627.5807382035546,217.3975352323187,637.9101958153631,227.72699284412718,656.9257882371014,241.81261686022967,671.9504538542774,314.58834094342586,670.7766518529355,275.1485936983389,643.7792058220724,314.3535805431575,652.934861432539,279.3742809031696,660.2124338408586,267.87102129001926,667.4900062491782,271.62718769431325
labeled-data\training_sample2\img0249.png,625.132940418373,211.92641615639755,664.5223818634024,215.8167313608449,664.0360924628466,229.1896898761327,627.0780980205966,216.05987606112285,639.7216224350506,224.08365117029552,656.4986067542297,241.34692489003066,672.5461569725751,313.31775617230676,671.3304334711853,275.38718292894504,643.8550823397759,313.31775617230676,650.6631339475588,277.08919583089073,659.1731984572873,267.6065525200503,669.6284205692396,289.24643084478873
labeled-data\training_sample2\img0251.png,626.438504489132,212.16891806034135,665.1180752000166,216.19338206494206,661.9879365297717,226.03096074285492,625.9913418219542,217.75845140006456,639.4062218372899,227.3724487443885,656.3984031900484,246.60044343303633,671.6019338740956,312.7805181753592,670.9311898733288,276.56034213395276,643.2071045083017,315.68707551201527,650.3617071831474,284.83285147674314,662.4350991969495,267.3935074568067,656.6219845236374,275.66601679959706
labeled-data\training_sample2\img0304.png,642.4438173987958,204.02818196603508,663.5722534229495,213.08322597638667,664.0753114235247,230.1871979959397,626.0944323801054,215.09545797868702,637.1617083927573,225.1566179901888,656.5704057073618,249.04667475149955,673.9622386939105,313.2899761916083,672.8974325926933,274.24708581364166,643.0828617586097,315.77452376111523,651.6013105683479,274.602021180714,660.8296301122309,267.14837847219314,685.3201704402281,285.9599529270316
